cepet,cepat
amandan,aman dan
gman,bagaimana
apk,aplikasi
gw,saya
app,aplikasi
ngelag,melambat
cepet,cepat
yihaw,asik
gk,tidak
bales,balas
trs,terus
g,tidak
lg,lagi
udh,sudah
pake,pakai
gojekindonesia,gojek indonesia
d,di
terimaksi,terima kasih
byk,banyak
tf,transfer
bsa,bisa
memudahkqan,memudahkan
klo,kalau
tp,tapi
n,dan
hrs,harus
mantull,mantap betul
knp,kenapa
gw,saya
top markotop,luar biasa
moga,semoga
sebel,sebal
dateng,datang
gajelasss,tidak jelas
bagusss,bagus
lemottt,lambat
ngk,tidak
j,saja
lg,lagi
ngisi,isi
kalo,kalau
seneng,senang
pokoke,pokok
gohek,gojek
bgtu,begitu
bsk,besok
ush,usah
banhet,banget
ajaa,saja
smpe,sampai
msuk,masuk
karna,karena
upgred,meningkatkan
simpell,simpel
ni,ini
nyender,bersandar
mo,mau
ga,tidak
iy,iya
blasss,banget
galagi,tidak lagi
nih,ini
sya,saya
dll,dan lain lain
playeter,bayar nanti
gimna,gimana
d,di
previkasai,verifikasi
bkl,bakal
wat,buat
dongk,dongke
kelaperan,kelaparan
promosisio,promosi
donk,dong
yg,yang
skrg,sekarang
ngeri,seram
lgi,lagi
sm,sama
dri,dari
pda,pada
dpt,dapat
jd,jadi
bgmnh,bagaimana
she,sih
manah,mana
apdeddd,memperbarui
sm,sama
jagan,jangan
ngadi,ada
jelasss,jelas
sanagat,sangat
knp,kenapa
samnya,sama
matursuwun,terima kasih
karenakn,karena
gt,gitu
dlu,dulu
org,prang
yg,yang
otw,jalan
gk,tidak
kog,kok
blom,belum
apgrede,meningkatkan
god,bagus
sya,saya
k,ke
poto,foto
jls,jelas
sblmnya,sebelum
pke,pakai
tp,tapi
gpp,tidak apa apa
bgnt,banget
kmanapun,kemanapun
mazeee,mas
skrng,sekarang
ama,sama
dulu,dulu
tmbh,tambah
ad,ada
byr,bayar
gtu,gitu
ubah,rubah
apps,aplikasi
muterrrrr,memutar
teros,terus
gua,saya
skrg,sekarang
kek,seperti
utang,hutang
helfull,membantu
gacor,bagus
plis,tolong
sia,kamu
mantul,mantap betul
gk,tidak
nggak,tidak
bgtu,begitu
kaga,tidak
parahh,parah
ajhh,saja
bosss,bos
tpi,tapi
narok,taruh
idup,hidup
tdi,tadi
pdhal,padahal
jdi,jadi
gajelas,tidak jelas
dpt,dapat
knpa,kenapa
ferifikasi,verifikasi
klarnya,selesai
kpan,kapan
mayan,lumayan
pokok e,pasti
kelar,selesai
apal,hapal
verpikasi,verifikasi
dech,deh
okeeeee,oke
tanggihan,tagihan
bungan,bunga
gue,saya
knpa,kenapa
lamaaaa,lama
ngga,tidak
josssss,bagus
okk,oke
jauhhh,jauh
mantab,mantap
rek,rekening
gak,tidak
pake,pakai
bsa,bisa
dipkai,dipakai
wadaw,waduh
nyiapin,siapkan
sii,si
gopaycicilnya,gopay cicil
sengn,seneng
dluuuu,dulu
aproval,diterima
gua,saya
setelh,setelah
terlallu,terlalu
okkk,oke
ntap,mantap
mntap,mantap
blum,belum
frofesional,profesional
limet,limit
trs,terus
bs,bisa
ajh,saja
tar,sebentar
terimaksih,terima kasih
pitur,fitur
tp,tapi
trims,terima kasih
hadeh,aduh
ny,nya
kerem,keren
sekip,lewat
bagusddss,bagus
mager,malas
anj,anjing
k,ke
inj,ini
dkit,sedikit
inj,ini
wew,wow
kofoookk,kapok
jujurly,jujur
blanja,belanja
buattt,buat
jadiii,jadi
loding,memuat
y,ya
mantaps,mantap
dbtuhin,dibutuhkan
smg,semoga
apl,aplikasi
sgt,sangat
tetep,tetap
babbi,babi
jd,jadi
cmn,cuman
clm,belum
mlh,malah
pdhl,padahal
bnr,benar
sruh,suruh
regist,registrasi
gk,tidak
lupq,lupa
byk,banyak
mantaaaaf,mantap
anyeb,kacau
it,itu
gg,bagus
tlp,telepon
iyhaa,iya
tidk,tidak
gagall,gagal
msih,masih
skrang,sekarang
knapa,kenapa
upgreud,meningkatkan
nggak,tidak
kg,tidak
jgn,jangan
suuuuuukkkkaaaaaaa,suka
mantulll,mantap betul
ad,ada
mantul,mantap betul
konya,kota
bangke,bangkai
kyknya,sepertinya
pnh,pernah
goooddddd,bagus
plyanan,pelayanan
trima,terima
apknya,aplikasi
tul,betul
mwngharuskan,mengharuskan
misl,misal
blockir,blokir
ut,untuk
taukkk,tau
tlpon,telepon
taikkk,tahi
byr,bayar
manap,mantap
ktanya,kata
msh,masih
brjam,jam
lh,lah
sistim,sistem
erorr,eror
mantapkeren,mantap
wlwpn,walaupun
bg,bang
trims,terima kasih
kacou,kacau
sll,selalu
mehong,mahal
gut,bagus
untk,untuk
kox,kok
gojeg,gojek
mantaps,mantap
skr,sekarang
jgn,jangan
memvantu,membantu
klu,kalau
ngk,tidak
kreen,keren
tdak,tidak
bgttt,banget
mtp,mantap
sumka,suka
jlz,jelas
jempoll,jempol
pisan,banget
mantappp,mantap
krem,keren
bnyk,banyak
skk,sekarang
mnusia,manusia
mnusianya,manusia
drpd,daripada
bs,bisa
sgt,sangat
piktif,fiktif
mtp,mantap
lumyn,lumayan
biyaya,biaya
skli,sekali
dhal,padahal
bagws,bagus
kdg,kadang
bingits,banget
tb,tiba
tdk,tidak
snagat,sangat
sanggat,sangat
buanget,banget
bgt,banget
hbs,habis
tlg,tolong
blanja,belanja
goblox,goblok
mlm,malam
dr,dari
slalu,selalu
ksih,kasih
rting,penilaian
mantaf,mantap
muahaalllll,mahal
thd,terhadap
dwsa,dewasa
mslh,masalah
mgndlkan,mengandalkan
smgt,semangat
bkrja,bekerja
sllu,selalu
mndptka,mendapatkan
mntap,mantap
donlot,unduh
q,aku
apgret,meningkatkan
bgs,bagus
aetengah,setengah
kyc,kayak
mtp,mantap
lumnyn,lumayan
tnyata,ternyata
tlg,tolong
pnjmputn,penjemputan
ilag,ilang
ataw,atau
hrs,harus
episien,efisien
hrg,harga
krjsma,kerjasama
kk,kakak
stiap,setiap
sistimny,sistem
tmpat,tempat
pemsan,pemesanan
gilx,gila
jt,juta
anj,anjing
thk,terima kasih
asa,ada
sm,sama
bgus,bagus
dikla,dikala
jlan,jalan
smpe,sampe
mantulllllll,mantap betul
bagussssa,bagus
ngk,tidak
bpk,bapak
bln,bulan
ngebles,balas
gx,tidak
mw,mau
pke,pakai
dreferi,pengemudi
thx,terima kasih
terimksh,terima kasih
vocer,kupon
maf,maaf
tolg,tolong
fersi,versi
bener,benar
mantabs,mantap
gmn,bagaimana
sbg,sebagai
yepat,tepat
blom,belum
gmnsi,bagaimana
alamt,alamat
updet,memperbarui
spd,sepeda
pwrcaya,percaya
jkt,jakarta
terbaiq,terbaik
mantaps,mantap
atw,atau
sgt,sangat
gud,bagus
sj,saja
trm,terima
ksh,kasih
klw,kalau
ekxtrem,ekstrem
ttp,tetap
mmgnya,memang
hadeh,aduh
lbh,lebih
mmbntuu,membantu
bgud,bagus
g,tidak
bsa,bisa
lbih,lebih
jdi,jadi
ksini,kesini
trf,transfer
sblm,sebelum
a,nya
jafi,jadi
mhal,mahal
bagys,bagus
lahi,lagi
muantab,mantap
mantappp,mantap
hdeh,aduh
draver,pengemudi
bnyakin,perbanyak
sking,saking
bgs,bagus
antr,antar
jmput,jemput
skrng,sekarang
promosisia,promosi
lamat,alamat
sd,sudah
skali,sekali
bbrp,beberapa
bbrapa,beberapa
gka,tidak
sneng,senang
lmyan,lumayan
brguna,berguna
smnjak,semenjak
wkt,waktu
kdg,kadang
tu,itu
yachh,iya
dluu,dulu
sllu,selalu
mantaf,mantap
w,saya
mw,mau
sblm,sebelum
blm,belum
q,aku
x,kali
blik,balik
jlas,jelas
pemby,pembayaran
lwt,lewat
ttep,tetap
sllu,selalu
bet,banget
masok,masuk
cma,cuma
smp,sampai
trnyt,ternyata
make,memakai
idup,hidup
mmbntu,membantu
pdhl,padahal
donk,dong
ksni,kesini
trbantu,terbantu
utk,untuk
tp,tapi
skrng,sekarang
thnx,terima kasih
tgl,tanggal
kr,ke
mmberatkn,memberatkan
misquin,miskin
pdhl,padahal
gnti,ganti
byr,bayar
mao,mau
mehong,mahal
slmat,selamat
nyri,mencari
prnh,pernah
bngst,bangsat
thn,tahun
lg,lagi
syg,sayang
tuq,untuk
nj,anjing
yh,iya
msk,masuk
gersk,gerak
jrk,jarak
dekt,dekat
smoga,semoga
mbantu,membantu
yq,yang
bs,bisa
lbh,lebih
ms,mas
y,iya
ama,sama
dunks,dong
mlh,malah
lwt,lewat
mantab,mantap
d,di
hub,hubungi
ug,yang
tdk,tidak
hisa,bisa
ng,tidak
mmbntu,membantu
sepurna,sempurna
smua,semua
pengen,ingin
u,kamu
plng,pulang
trpaksa,terpaksa
vocer,kupon
tlg,tolong
marka,mereka
tdrkirim,dikirim
sndri,sendiri
krja,kerja
sgla,segala
trlalu,terlalu
dpt,dapat
tnpa,tanpa
hrus,harus
tkut,takut
sgt,sangat
page,pakai
memmbantu,membantu
tayak,tanya
derever,pengemudi
kasiyan,kasihan
mantep,mantap
swmakin,semakin
repisi,revisi
ntaps,mantap
lbih,lebih
ud,sudah
pdhl,padahal
sm,sama
mntap,mantap
mntapa,mantap
cangih,canggih
tu,untuk
tx,terima kasih
ank,anak
sy,saya
aplikasiini,aplikasi ini
apus,hapus
mssuk,masuk
aj,saja
riil,real
stgh,setengah
apps,aplikasi
ngeleg,kelambatan
mwantab,mantap
pantes,pantas
trim,terima
jg,juga
anjg,anjing
dm,diamond
tije,transjakarta
appnya,aplikasi
mantul,mantap betul
bae,baik
kwan,kawan
senilay,senilai
pesenin,pesankan
kq,kok
muantap,mantap
mksi,makasih
ttp,tetap
verybagus,sangat bagus
lngsung,langsung
axtipitas,aktivitas
smu,semua
pk,pakai
kluar,keluar
komotitor,kopetitor
draver,pengemudi
smoga,semoga
hanphon,telepon
smapah,sampah
bet,banget
dtp,dapat
sring,sering
god,bagus
tranper,transfer
bjam,jam
wokey,oke
lbh,lebih
mbleset,meleset
bingit,banget
may,mau
prektis,praktis
kacaw,kacau
trnsit,transit
erorr,eror
krtu,kartu
bat,banget
dilbihin,melebihkan
bru,baru
gopya,gopay
sngat,sangat
nmr,nomor
fi,di
gbisa,tidak bisa
aga,sedikit
mkin,makin
brmasalah,masalah
donlod,unduh
tank,terima kasih
ttik,titik
mesan,memesan
deket,dekat
bgaimana,bagaimana
tydack,tidak
dr,dari
klen,kalian
ntap,mantap
rting,penilaian
disat,disaat
hdir,hadir
selu,selalu
bosqu,bos
biri,buru
ferfom,performa
drifer,pengemudi
tlongpihak,tolong pihak
syabuat,saya buat
rame,ramai
tampa,tanpa
males,malas
nyobak,coba
ngaret,terlambat
goog,bagus
donk,dong
terimakasi,terima kasih
gk,tidak
thanks,terima kasih
sempel,simpel
garibet,tidak ribet
keakurtan,keakuratan
mbantu,membantu
sagat,sangat
tlpn,telepon
kasian,kasihan
kndraaan,kendaraan
pengemudijya,pengemudi
pgguna,pengguna
pot,potongan
tq,terima kasih
biyaya,biaya
dg,dengan
bgus,bagus
dn,dan
kn,kan
sagat,sangat
txs,terima kasih
sekale,sekali
mantul,mantap betul
keyeeennn,keren
gacor,keren
tdur,tidur
tdr,tidur
rekomen,rekomendasi
kalp,kalau
mantabs,mantap
gud,bagus
gokils,gokil
leqat,lewat
yh,iya
gag,tidak
mantao,mantap
fulsa,pulsa
mantulll,mantap betul
mantaps,mantap
nanyaek,bertanya
dunk,dong
kasian,kasihan
jendaral,jendral
leg,kelambatan
kiling,keliling
ma,sama
ktnya,kata
trx,transaksi
dgn,dengan
psti,pasti
lgsg,langsung
apl,aplikasi
komplet,komplit
gercep,cepat
bru,baru
donlot,unduh
tbah,tambah
mehong,mahal
nyedot,menyedot
sdngkan,sedangkan
kyak,kayak
macam,seperti
tak,tidak
sgla,segala
imel,email
gugel,google
cri,cari
lo,kamu
lu,kamu
dh,sudah
bntang,bintang
gejeng,gojek
orng,orang
masalh,masalah
naju,maju
sobat,sahabat
bgmn,bagaimana
wlyh,wilayah
mmpermudah,mempermudah
dng,dengan
tarip,tarif
kga,tidak
qu,aku
tryta,ternyata
sndri,sendiri
akurt,akurat
uwang,uang
membntu,membantu
enk,enak
bntu,bantu
seklinya,sekali
slali,selalu
dsb,dan sebagai
mayan,lumayan
nmbh,nambah
vervikasi,verifikasi
mancap,mantap
muantep,mantap
na,nya
gmna,bagaimana
sanagt,sangat
aq,aku
pokoke,pokok
lbih,lebih
amn,aman
tq,terima kasih
tulman,mantap
lawack,lawak
atitudnya,sikap
jgi,jadi
perubhn,perubahan
mulu,melulu
rebu,ribu
klaw,kalau
gue,saya
pelyanan,pelayanan
smua,semua
tdk,tidak
ceoat,cepat
gojwk,gojek
asw,asu
aktifitaa,aktivitas
keaeharian,keseharian
rekomen,rekomendasi
srba,serba
tirima,terima
skrng,sekarang
sekale,sekali
pke,pakai
mabtap,mantap
jatoh,jatuh
ajh,saja
srtakkkn,sertakan
smngattt.semangat
upgerd,meningkatkan
ywdah,yaudah
bg,bang
gjls,tidak jelas
nyetir,menyetir
tetep,tetap
kehidupa,kehidupan
spy,supaya
upgred,meningkatkan
yha,iya
kenap,kenapa
tdak,tidak
bbgus,bagus
donglwod,unduh
lamaeskipun,lama meskipun
deket,dekat
bener,benar
vermuk,verifikasi muka
mantav,mantap
sldo,saldo
kensel,tolak
guug,bagus
pokona,pokok
kezel,kesal
deraeper,pengemudi
deraper,pengemudi
gercep,gerak cepat
slah,salaha
asyikkk,asyik
draiver,pengemudi
byaar,bayar
pinjem,pinjam
gede,besar
kakean,kebanyakan
notipikasi,notifikasi
yqng,yang
mksi,makasih
sangap,sangat
mo,mau
skr,sekarang
trmksih,terima kasih
mmbatalkan,membatalkan
perporma,performa
trima,terima
uenak,enak
mantao,mantap
admint,admin
hny,hanya
makain,makin
naek,naik
lemog,lemot
sikit,sedikit
mesen,memesan
moso,masa
kudu,harus
nex,next
nguriin,merugikan
gbs,tidak bisa
mantuul,mantap
k,ke
betkembang,berkembang
peromo,promosisi
aqu,aku
gblk,goblok
apliaksinya,aplikasi
ndaftar,daftar
bpk,bapak
lnacar,lancar
tbtb,tiba tiba
affa,apa
iyha,iya
trm,terima
mantapks,mantap
m,sama,
cepst,cepat
amsn,aman
gabisa,tidak bisa
daduri,darurat
ngk,tidak
nanyakk,bertanya
sblmny,sebelum
wktu,waktu
ngaco,kacau
coman,cuman
nasdang,nasi padang
teoat,tepat
ngatasin,mengatasi
komtoll,kontol
lanbat,lambat
makannan,makanan
kenaapaya,kenapa
mutugojek,mutu gojek
melemamah,melemah
milihin,memilih
ilang,hilang
ats,atas
sklian,sekalian
gjeg,gojek
naeknya,naik
dkit,sedikit
teroos,terus
nyesel,menyesal
mesen,memesan
rmh,rumah
bgtt,banget
cansel,membatalkan
dolot,unduh
makasi,makasih
ngatasin,mengatasi
pemer,pamer
makannan,makanan
menyenanfkan,menyenangkan
mqsa,masa
sbuk,sibuk
ggl,gagal
trus,terus
ngarep,berharap
idup,hidup
gaje,tidak jelas
tampa,tanpa
nyusahin,menyusahkan
st,stasiun
bbruk,buruk
biaa,bisa
hnya,hanya
knpa,kenapa
ibuk,ibu
ngerti,mengerti
mainn,main
sellu,selalu
taoi,tapi
pesen,pesan
sich,sih
sni,sini
emng,emang
nginstal,memasang
sbr,sabar
sampe,sampai
ank,anak
uda,sudah
sring,sering
bget,banget
ditlfn,ditelepon
bbrp,beberapa
dibls,dibalas
bw,bawa
skr,sekarang
vak,tidak
sll,selaliu
mndpt,mendapat
paltinum,platinum
sebalah,sebelah
bngtt,banget
tdk,tidak
bngt,banget
terbantuin,terbantu
adanua,adanya
transfortasi,transportasi
vitur,fitur
taii,tahi
tyjuan,tujuan
nyampa,sampai
x,nya
lam,lama
trimakasih,terima kasih
trima,terima
drifer,pengemudi
sprti,seperti
prktis,praktis
blnja,belanja
pmbayaran,pembayaran
bnyar,bayar
selvi,selfie
ranting,penilaian
mmpus,mampus
ne,ini
rame,ramai
tibatiba,tiba tiba
kuq,kok
tlng,tolong
hbis,habis
blm,belum
aflikasi,aplikasi
knmblikn,kembalikan
byk,banyak
terlelu,terlalu
n,dan
spt,seperti
suke,suka
kalem,santai
nyetirnya,mengemudi
padalaj,padahal
pertahsnkan,pertahankan
trims,terima kasih
amet,sangat
buanyak,banyak
ngisi,mengisi
gj,tidak jelas
aga,sedikit
sammp,sampai
suda,sudah
system,sistem
deket,dekat
rahma,ramah
benget,banget
ahir,akhir
stngah,setengah
kntol,kontol
kntl,kontol
inh,ini
kga,tida
pnjem,pinjem
tba,tiba
byar,bayar
lbh,lebih
mkn,semakin
lynan,layanan
kualitasnyq,kualitas
kewren,keren
kalu,kalau
najs,najis
telfon,telepon
brsm,bersama
slmt,selamat
smpai,sampai
drever,pengemudi
perkotan,perkotaan
ngga,tidak
baghet,banget
enk,enak
yyang,yang
tiak,tidak
plz,tolong
nampak,tampak
jjk,jijik
nerima,terima
kasi,kasih
disabelitas,disabilitas
memuasksn,memuaskan
mhn,mohon
dlm,dalam
pke,pakai
jlas,jelas
transper,transfer
kno,kenapa
berthun,bertahun
sensara,sengsara
bangt,banget
u,kamu
nekek,mencekik
dinaek,dinaik
pertma,pertama
jlasi,jelaskan
maksd,maksud
msalah,masalah
msalahnya,masalah
dsn,dan
memperbaruit,memperbaruid
nelpon,telepon
bingit,banget
gimanasi,bagaimana
perbaikin,perbaiki
kekgitu,seperti itu
mlu,mulu
shy,sangat
kelen,kalian
terimkasih,terima kasih
mskin,makin
tks,terima kasih
iyh,iya
gwe,saya
amat,sekali
bng,bang
blum,belum
bsok,besok
klau,kalau
gx,tidak
mash,masih
melkukan,melalukan
ere,era
prjlnn,perjalanan
gopud,gofood
ma,sama
tll,terlalu
maff,maaf
bwt,buat
oembelian,pembelian
bgm,bagaimana
b,biasa
ajh,saja
stlh,setelah
bbrpa,beberapa
mlnjutkan,melanjutkan
wrg,warung
aflikasi,aplikasi
stdby,standby
tapj,tapi
ngalihin,mengalihkan
nyuekin,cuek
ap,apa
gjlas,tidak jelas
padet,padat
benerin,benarkan
oesanan,pesanan
dprbaiki,diperbaiki
gga,tidak
sriusan,serius
kenceng,kencang
bhkn,bahkan
lola,lemot
psen,pesan
ndk,tidak
pakek,pakai
terimakasih,terima kasih
gj,tidak jelas
bet,banget
mayan,lumayan
dekar,dekat
ngebantu,membantu
trkdng,terkadang
nerima,terima
hanyak,hanya
sempet,sempat
alamatx,alamat
x,nya
mbl,mobil
samasekali,sama sekali
ckap,cakep
nyg,yang
smg,semoga
yq,yang
gabis,tidak bisa
kweren,keren
bekuin,bekukan
gak,tidak
bykin,perbanyak
berblnja,berbelanja
nambaj,nambah
sepaoh,separuh
adm,admin
sgtu,segitu
ordeeean,orderan
kepana,kenapa
biyar,biar
laen,lain
bikkin,bikin
tuk,untuk
sj,saja
mna,mana
knpa,kenapa
oks,oke
bankrut,bangkrut
hmpr,hampir
gnt,ganti
mggu,minggu
nanyae,bertanya
sngat,sangat
trbaik,terbaik
pembyrn,pembayaran
terbntu,terbantu
dn,dan
utk,untuk
mo,mau
mnitan,menit
kasian,kasihan
trutama,terutama
samarkn,samarkan
trpilih,terpilih
tmn,teman
ketagian,ketagihan
jrang,jarang
layana,layanan
vitur,fitur
planyanansangat,pelayanan sangat
mangstap,mantap
muantap,mantap
trsebut,tersebut
mtor,motor
lbih,lebih
msen,mesan
pedahal,padahal
inj,ini
plng,pulang
mnjauh,menjauh
trpaksa,terpaksa
dcancel,membatalkan
aktvts,aktivitas
antr,antar
ndak,tidak
smuanya,semuanya
trhapus,terhapus
lgsg,langsung
smga,semoga
mklum,maklum
jade,jadi
unggulam,unggulan
smakin,semakin
gpjek,gojek
daata,data
existensi,eksistensi
nempertahankan,mempertahankan
muantab,mantap
mwmbantu,membantu
lbih,lebih
sskarang,sekarang
gede,besar
ngaco,kacau
kalou,kalau
dapetnya,dapat
nomer,nomor
nyalip,menyalip
sebell,sebal
terimaksih,terima kasih
memudahkqn,memudahkan
ranting,penilaian
smua,semua
slalun,selalu
gohek,gojek
bgtu,begitu
kesian,kasihan
galagi,tidak lagi
previkasai,verifikasi
bkl,bakal
nyesel,menyesal
kelaperan,kelaparan
nyiksa,menyiksa
wat,buat
bgmnh,bagaimana
apdeddd,memperbarui
jagan,jangan
gpp,tidak apa apa
kmanapun,kemanapun
gojem,gojek
gag,tidak
tmbh,tambah
kenapsih,kenapa sih
ksana,kesana
ajhh,saja
narok,taruh
ferivikasi,verifikasi
klarnya,selesai
kpan,kapan
mayan,lumayan
bungan,bunga
narik,tarik
kmren,kemarin
rame,ramai
kece,keren
pitur,fitur
tsb,tersebut
kasi,kasih
seblah,sebelah
malem,malam
sekip,skip
dscrennsot,discreenshot
gjelas,tidak jelas
tadisiang,tadi siang
ferifikasi,verifikasi
updet,memperbarui
giod,bagus
sgt,sangat
qu,aku
steaming,streaming
memberis,memberi
laiks,suka
gweh,saya
sruh,suruh
regist,registrasi
krnapa,kenapa
ojg,ojek
dsiruh,disuruh
perfome,performa
ngha,tidak 
ad,ada
tau,tahu
updete,memperbarui
kren,keren
verifi,verifikasi
dam,dan
vitur,fitur
kmrn,kemarin
lw,kamu
gofay,gopay
gofud,gofood
pnh,pernah
gotik,gotix
psti,pasti
tidk,tidak
ntr,nanti
ngasi,memberi
dipake,dipakai
mhal,mahal
sblh,sebelah
kyak,seperti
dk,sudah
drivwr,pengemudi
anggep,anggap
bangke,bangkai
tuker,tukar
inpokan,informasikan
fav,favorit
txs,terima kasih
krng,kurang
ktanya,kata
brjam,berjam
skli,sekali
membatntu,membantu
bgus,bagus
menbantu,membantu
diinstal,memasang
alsih,kasih
kwcewa,kecewa
ywdah,yaudah
sll,selalu
mehong,mahal
prem,premium
malez,malas
bingits,banget
memventu,membantu
potongan,potongan
jmpt,jemput
goopay,gopay
goshoop,goshop
kle,kali
goseng,gosend
ortu,orang tua
smgt,semangat
mgnglkan,mengandalkan
bkrja,bekerja
kuck,beruntung
menghdpi,menghadapi
dwsa,dewasa
mndptka,mendapatkan
kdang,kadang
mntap,mantap
draivernya,pengemudi
kasian,kasihan
ferry,very
persen,pesan
klu,kalau
goffod,gofood
censel,membatalkan
smestinya,semestinya
dtgny,datang
gopod,gofood
gored,gorid
gosen,gosend
lumyn,lumayan
baget,banget
aekali,sekali
bagws,bagus
trbilang
paymen,payment
snagat,sangat
buanget,banget
lw,kamu
ilang,hilang
deriver,pengemudi
ne,ini
lbh,lebih
dikensel,membatalkan
leter,later
nie,ini
episien,efisien
castemer,pelanggan
kastemer,pelanggan
pnjmputn,penjemputan
rahma,ramah
jlk,jelek
bner,benar
stiap,setiap
pnting,penting
pemsan,pemesanan
ubahlh,ubahlah
gilx,gila
bjntang,bintang
maafkn,maafkan
dikla,dikala
mksh,makasih
drever,pengemudi
mrmbantu,membantu
onli,online
bsnyakin,banyakin
daftra,daftar
dreferl,pengemudi
ngerekrut,merekrut
plyammya,pelayanan
grtis,gratis
mlah,malah
colaborasi,kolaborasi
tolg,tolong
dksh,dikasih
fersi,versi
kmudian,kemudian
sampek,sampai
guna,berguna
drngan,dengan
riting,penilaian
pakein,pakaikan
muter,mutar
pwercaya,percaya
mmg,memang
atw,atau
telen,telan
maen,main
riendly,friendly
keafaan,keadaan
blas,balas
castamer,pelanggan
gopat,gopay
lagu,lagi
pemaika,pemakai
teroooss,terus
trm,terima
ksh,kasih
trjadi,terjadi
nomer,nomor
smua,semua
ekxtrem,ekstrem
dtg,datang
bangedt,banget
system,sistem
konsisyen,konsisten
admind,admin
goojek,gojek
Memudahkqn,Memudahkan
anter,antar
plih,pilih
unfaedah,tidak berfaedah
mgu,minggu
pakia,pakai
gopqy,gopay
sengke,bangkai
tibah,tiba
setres,stres
porgam,program
kesihan,kasihan
fiktur,fitur
gunaiin,gunakan
gimanaa,bagaimana
kyk,seperti
bauk,bau
taex,tahi
bgud,bagus
brpotensi,berpotensi 
seoerti,seperti
jafi,jadi
bnyakin,perbanyak
banyakin,perbanyak
bagys,bagus
sory,sorry
dryver,pengemudi
discone,diskon 
tida,tidak
kocak,lucu
menngikuti,mengikuti
becandaan,bercandaan
segede,sebesar
kenapamacet,kenapa macet
rekg,rekening
jkarta,jakarta
reffund,refund 
shrus,seharus
repoot,repot
toling,tolog
gka,tidak
sangatbsenang,sangat senang 
separonya,separuh
nyicil,cicil
tu,itu
gwsama,saya sama
tengok,lihat
cus,pelanggan
bekum,belum
goggle,google
baiaya,biaya
bekum,belum
manthaap,mantap
mnding,mending
sekses,sukses
mantqpppp,mantap
ex,mantan
discoublnt,diskon
pelayananny,pelanyanan
bagussssse,bagus
ditelfon,ditelepon
lokadi,lokasi
ddlmnya,didalam
kt,kata
nasipnya,nasib
sekaleee,sekali
kereeee,miskin
nyusahin,menyusahkan
kereeenn,keren
murce,murah
bsgus,bagus
nantul,mantap betul
gopaypinjam,gopay pinjam
ttep,tetap
mamtap,mantap
kssel,kesal
bet,banget
taik,tahi
wlapun,walaupun
cariin,carikan
makain,makin
kebanyakn,kebanyakan
blng,bilang
najoonk,najis
makkn,makin
konfol,kontol
tingkatnkan,tingkatkan
bebanin,bebankan
kenceng,kencang
dicuba,dicoba
kusus,khusus
sangan,sangat
matiin,matikan
oelh,oleh
kelaperan,kelaparan
xontol,kontol
syrat,syarat
bagusjob,bagus kerja
adanys,ada
frefikasi,verifikasi
mnderita,menderita
barux,baru
ordernx,order
berhrp,berharap
ordere,order
krmin,kemarin
maximal,maksimal
syg,sayang
nj,ini
bgtt,banget
gopey,gopay
buwat,buat
jrk,jarak
dekt,dekat
oky,oke
lngsung,langsung
unist,memasang
nyerah,menyerah
brmlasah,bermalasah
dihunakan,digunakan
wilaya,wilayah
ttup,tutup
utang,hutang
marka,mereka
tdrkirim,dikirim
pengemudix,pengemudi
sndri,sendiri
trlalu,terlalu
cstmer,pelanggan
aktip,aktif
faham,paham
cacad,cacat
brngkt,berangkat
ngisi,mengisi
ckp,cukup
menyukitkan,menyulitkan
semangt,semangat
sampek,sampai
naruk,taruh
swmakin,semakin
mantao,mantap
gag,tidak
nyari,cari
ngecewain,mengecewakan
yerutama.terutama
bkin,bikin
ngandelin,mengandalkan
negri,negeri
gx,tidak
banhet,banget
ngantar,mengantar
slmet,selamat
